OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;SecondLargestPropertyUseType;SecondLargestPropertyUseTypeGFA;ThirdLargestPropertyUseType;ThirdLargestPropertyUseTypeGFA;YearsENERGYSTARCertified;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);TotalGHGEmissions;GHGEmissionsIntensity;DefaultData;ComplianceStatus;Outlier;Predict_ghgemissions;Predict_energyuse
828;2017;Campus;Hospital;Swedish First Hill;747 Broadway;Seattle;WA;98122.0;1978201096;3.0;EAST;47.60884;-122.32193;1994.0;7.0;14.0;1,765,970;0;1,765,970;Hospital (General Medical & Surgical), Parking;Hospital (G;1,639,334;Parking;441,551;;;;62.0;171.10;169.10;363.30;358.80;280,481,280;277,282,144;132,130,496;39,390,080;134,398,952.96;139,518.28;13,951,828.12;8,321.21;4.712;N;Compliant;;261.99;1996614.5
829;2017;NonResidential;Other;Northwest Work Lofts;3131 Western Ave.;Seattle;WA;98121.0;1992200425;7.0;MAGNOLIA / QUEEN ANNE;47.61915;-122.35871;1928.0;3.0;4.0;217,800;0;217,800;Other;Other;215,197;;;;;;;52.20;51.50;98.50;97.70;11,237,513;11,081,079;;1,317,258.375;4,494,485.5755;67,430.27;6,743,027.34;376.72;1.73;N;Compliant;;261.99;1996614.5
830;2017;NonResidential;Mixed Use Property;childhaven;316 broadway;Seattle;WA;98122.0;2197600100;3.0;EAST;47.60488;-122.32046;2004.0;1.0;4.0;77,412;21,612;55,800;Office, Other, Parking;Other;26,400;Office;19,200;Parking;17,000;;;68.20;68.20;212.00;212.00;3,110,143.5;3,110,143.5;;897,440.5;3,062,066.986;480.76;48,076.00;15.22;0.197;N;Compliant;;261.99;1996614.5
831;2017;NonResidential;Medical Office;600 Broadway;600 Broadway;Seattle;WA;98122.0;2197600250;3.0;EAST;47.60778;-122.32013;1990.0;1.0;5.0;289,419;159,157;130,262;Medical Office, Parking;Medical Off;146,150;Parking;139,000;;;;56.0;96.10;96.10;282.30;282.30;14,038,542;14,038,542;;3,719,498.25;12,690,928.029;13,476.13;1,347,612.99;124.08;0.429;N;Compliant;;261.99;1996614.5
832;2017;NonResidential;Other;Salal Credit Union Headquarters;9706 4th Ave NE;Seattle;WA;98115.0;2434900150;1.0;NORTH;47.6993;-122.32378;1987.0;1.0;5.0;90,266;0;90,266;Financial Office;Financial O;90,266;;;;;;35.0;74.20;74.20;232.90;232.90;6,695,353;6,695,353;;1,962,295.375;6,695,351.8195;;;27.70;0.307;N;Compliant;;261.99;1996614.5
837;2017;NonResidential;Warehouse;Peoples Storage;4213 Leary Way NW;Seattle;WA;98107.0;2516000215;6.0;Ballard;47.6582;-122.36434;2004.0;1.0;4.0;87,332;6,458;80,874;Non-Refrigerated Warehouse;Non-Refrige;87,332;;;;;;90.0;15.00;15.00;37.50;37.50;1,313,443.875;1,309,706.625;;265,972.09375;907,496.783875;4,059.47;405,947.00;25.31;0.29;N;Compliant;;261.99;1996614.5
839;2017;NonResidential;Hotel;Silver Cloud Inn - Broadway;1100 Broadway;Seattle;WA;98122.0;1978201320;;;;;2003.0;1.0;6.0;150,545;50,017;100,528;Hotel, Parking;Hotel;100,528;Parking;50,017;;;;29.0;140.90;137.80;264.30;258.20;14,166,854;13,857,536;;1,639,977.75;5,595,604.083;85,712.49;8,571,249.22;478.37;3.178;N;Compliant;;261.99;1996614.5
841;2017;NonResidential;Other;EMP Museum;325 5th Avenue North;Seattle;WA;98109.0;1991200005;7.0;MAGNOLIA / QUEEN ANNE;47.62147;-122.34817;1999.0;1.0;5.0;141,718;0;141,718;Other - Entertainment/Public Assembly, Restaurant;Other - Ent;134,197;Restaurant;5,803;;;;;139.50;138.60;373.10;372.20;19,525,272;19,399,530;;4,449,998.5;15,183,394.882;43,418.76;4,341,875.78;293.41;2.07;N;Compliant;;261.99;1996614.5
843;2017;NonResidential;Hotel;The Maxwell Hotel;300 Roy ST;Seattle;WA;98109.0;5457800400;7.0;MAGNOLIA / QUEEN ANNE;47.62562;-122.35121;2008.0;1.0;5.0;111,856;21,273;90,583;Hotel, Parking, Restaurant, Swimming Pool;Hotel;88,000;Parking;20,000;Restaurant;4,006;;19.0;95.30;95.30;196.40;196.40;8,771,979;8,772,352;;1,242,469.375;4,239,305.5075;45,326.73;4,532,673.05;258.27;2.309;N;Compliant;;261.99;1996614.5
845;2017;NonResidential;Self-Storage Facility;08501-Capitol Hill;1815 12th Ave E;Seattle;WA;98122.0;6003500780;3.0;EAST;47.61818;-122.31728;1988.0;1.0;4.0;132,828;0;132,828;Self-Storage Facility;Self-Storag;132,828;;;;;;82.0;8.40;8.20;26.30;25.80;1,112,728.25;1,093,205.75;;326,122;1,112,728.264;;;4.60;0.035;N;Compliant;;261.99;1996614.5
847;2017;NonResidential;Warehouse;Pioneer Industries;7000 Highland Parkway SW;Seattle;WA;98106.0;3024049003;1.0;DELRIDGE;47.53935;-122.34402;1970.0;1.0;1.0;70,400;0;70,400;Non-Refrigerated Warehouse, Office;Non-Refrige;58,047;Office;12,353;;;;1.0;204.90;203.40;500.00;498.30;14,426,560;14,316,443;;2,811,689;9,593,482.868;48,330.76;4,833,076.17;296.37;4.21;N;Compliant;;261.99;1996614.5
848;2017;NonResidential;Retail Store;#4706 Bitterlake;11616 AURORA AVE N;Seattle;WA;98133.0;3026049093;5.0;NORTHWEST;47.71417;-122.34256;1995.0;1.0;1.0;101,830;0;101,830;Retail Store;Retail Stor;130,767;;;;;;67.0;81.70;79.20;169.60;167.00;10,678,440;10,357,990;;1,537,298.75;5,245,263.335;54,331.77;5,433,176.56;310.26;3.047;N;Compliant;;261.99;1996614.5
850;2017;SPS-District K-12;K-12 School;Leschi Elementary;135 32nd Ave.;Seattle;WA;98122.0;3416600240;3.0;CENTRAL;47.6021;-122.29181;1988.0;1.0;3.0;55,353;0;55,353;K-12 School;K-12 School;55,353;;;;;2,016;98.0;23.20;23.20;72.80;72.80;1,283,424.75;1,283,833.25;;376,150.3125;1,283,424.86625;;;5.31;0.096;N;Compliant;;261.99;1996614.5
851;2017;NonResidential;University;SCCC SEATTLE VOCATIONAL INST.;2120 S JACKSON ST;SEATTLE;WA;98144.0;3646100185;3.0;CENTRAL;47.5997;-122.30364;1974.0;2.0;4.0;114,000;0;114,000;College/University;College/Uni;114,000;;;;;;;68.40;67.30;169.60;168.40;7,803,098.5;7,669,733.5;;1,562,456;5,331,099.872;24,719.98;2,471,998.05;153.34;1.345;N;Compliant;;261.99;1996614.5
854;2017;SPS-District K-12;Other;Stanford Center Building (JSCEE);2445  3RD  AVE  S;SEATTLE;WA;98124.0;7666205235;2.0;GREATER DUWAMISH;47.5805;-122.33032;2002.0;1.0;3.0;338,063;0;338,063;Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant;Other;180,633;Repair Services (Vehicle, Shoe, Locksmith, etc);50,000;Restaurant;50,000;;;62.30;62.30;176.20;176.20;21,076,054;21,060,986;;5,250,793.5;17,915,707.422;31,603.44;3,160,343.95;241.97;0.716;Y;Not Compliant;;261.99;1996614.5
857;2017;NonResidential;Warehouse;3480 W Marginal Way SW;3480 W Marginal Way SW;Seattle;WA;98053.0;7666705088;1.0;SOUTHWEST;47.57311;-122.3601;1965.0;1.0;1.0;152,365;0;152,365;Non-Refrigerated Warehouse;Non-Refrige;157,151;Office;7,858;;;2,018;80.0;8.00;8.00;23.50;23.50;1,262,652;1,255,828.125;;332,124.8125;1,133,209.86025;1,294.42;129,442.00;11.56;0.076;N;Compliant;;261.99;1996614.5
858;2017;NonResidential;Medical Office;James Tower;550 17th Avenue;Seattle;WA;98122.0;7942600330;3.0;CENTRAL;47.60705;-122.30966;1910.0;1.0;6.0;320,946;0;320,946;Laboratory, Medical Office;Medical Off;236,359;Laboratory;86,298;;;;;146.20;146.20;457.20;457.20;47,169,052;47,159,888;;13,740,748;46,883,432.176;2,856.14;285,613.99;209.13;0.652;N;Compliant;;261.99;1996614.5
859;2017;NonResidential;Retail Store;Georgetown Center Bldg B;800 S Michigan St;Seattle;WA;98108.0;2738100620;2.0;GREATER DUWAMISH;47.54858;-122.32322;1958.0;1.0;1.0;74,178;0;74,178;Retail Store;Retail Stor;74,178;;;;;;78.0;74.00;72.40;169.40;166.30;5,487,221.5;5,370,854.5;;954,148.125;3,255,553.4025;22,316.68;2,231,667.97;131.99;1.779;N;Compliant;;261.99;1996614.5
861;2017;NonResidential;Medical Office;Patricia Steele Building;401 Broadway;seattle;WA;98122.0;8590900805;3.0;EAST;47.60562;-122.3212;2004.0;1.0;5.0;275,130;112,980;162,150;Medical Office, Parking;Medical Off;164,110;Parking;116,915;;;;69.0;69.10;69.10;216.90;216.90;11,336,249;11,336,249;;3,322,464.25;11,336,248.021;;;46.90;0.17;N;Compliant;;261.99;1996614.5
864;2017;NonResidential;Self-Storage Facility;08458-Lake City;10821 Lake City Way Ne;Seattle;WA;98125.0;8902000245;5.0;NORTH;47.70799;-122.30185;1987.0;1.0;4.0;80,360;0;80,360;Self-Storage Facility;Self-Storag;80,360;;;;;;96.0;9.90;9.70;21.80;21.50;794,728.6875;776,483.6875;;128,203;437,428.636;3,573.00;357,300.00;20.79;0.259;N;Compliant;;261.99;1996614.5
866;2017;SPS-District K-12;K-12 School;Lafayette Elementary;2645 California Ave. S.W.;Seattle;WA;98116.0;9277200005;1.0;SOUTHWEST;47.5795;-122.38723;1950.0;1.0;1.0;61,183;0;61,183;K-12 School;K-12 School;62,975;;;;;;90.0;43.10;42.00;67.70;66.60;2,712,606.5;2,647,046.75;;198,415.09375;676,992.299875;20,356.14;2,035,613.87;110.91;1.813;Y;Not Compliant;;261.99;1996614.5
867;2017;NonResidential;Supermarket / Grocery Store;70500847 -- Harvard Market;1401 Broadway Avenue;Seattle;WA;98122.0;3148650000;3.0;EAST;47.61318;-122.32122;1996.0;1.0;3.0;46,984;0;46,984;Supermarket/Grocery Store;Supermarket;46,280;;;;;;52.0;224.80;221.80;488.20;483.10;10,404,856;10,263,473;;1,636,566.375;5,583,964.4715;48,208.90;4,820,890.23;279.14;5.941;N;Compliant;;261.99;1996614.5
868;2017;NonResidential;Other;(ID868) BMW SEATTLE - SHOWROOM & OFFICE;1002 AIRPORT WAY S;SEATTLE;WA;98134.0;7666202740;2.0;GREATER DUWAMISH;47.59394;-122.32452;2008.0;1.0;2.0;51,856;0;51,856;Automobile Dealership, Office;Automobile;48,103;Office;3,753;;;;;38.60;38.10;121.20;119.70;2,002,362.25;1,977,431.5;;586,858.8125;2,002,362.26825;;;8.28;0.16;N;Compliant;;261.99;1996614.5
1,280;2017;NonResidential;Mixed Use Property;Filson World Headquarters LP;1741 1st Ave S;Seattle;WA;98134.0;7666207095;1.0;GREATER DUWAMISH;47.58718;-122.33467;1921.0;1.0;3.0;66,480;13,200;53,280;Manufacturing/Industrial Plant, Office, Parking, Retail Store;Office;26,044;Manufacturing/Industrial Plant;13,884;Parking;13,858;;;134.70;134.70;423.00;423.00;6,813,592;6,813,592;;1,996,949.375;6,813,591.2675;;;28.19;0.424;N;Compliant;;261.99;1996614.5
1,281;2017;NonResidential;Large Office;4545 Building 751;4545 15th Ave NE;Seattle;WA;98105.0;8816400020;4.0;NORTHEAST;47.66181;-122.31231;1960.0;1.0;3.0;113,944;48,510;65,434;Office;Office;65,434;;;;;;1.0;271.60;271.60;846.30;846.30;17,770,254;17,770,254;;5,149,335.5;17,569,532.726;2,007.19;200,719.02;83.35;0.731;N;Compliant;;261.99;1996614.5
19,440;2017;Multifamily LR (1-4);Low-Rise Multifamily;Chateau Boise B;1902 thru 1930 N Northgate Way;Seattle;WA;98133.0;0348300000;5.0;NORTHWEST;47.70835;-122.33555;1976.0;1.0;4.0;31,334;;;Multifamily Housing;Multifamily;31,334;;;;;;91.0;23.40;22.90;73.40;71.80;732,818.1875;716,326.625;;214,776.703125;732,818.1110625;;;3.03;0.097;N;Compliant;;261.99;1996614.5
19,441;2017;Multifamily LR (1-4);Low-Rise Multifamily;Bagley Lofts Condominium;4422 Bagley Ave N;Seattle;WA;98103.0;0351000000;4.0;LAKE UNION;47.66112;-122.33207;2005.0;1.0;3.0;47,658;;;Multifamily Housing;Multifamily;47,658;;;;;;67.0;24.80;24.40;78.00;76.60;1,183,159.625;1,161,892.625;;346,764.1875;1,183,159.40775;;;4.89;0.103;N;Compliant;;261.99;1996614.5
19,445;2017;NonResidential;Low-Rise Multifamily;Pacific Pointe;2108 N Pacific St.;Seattle;WA;98103.0;0354000254;4.0;LAKE UNION;47.64859;-122.33311;2000.0;1.0;3.0;93,079;36,093;56,986;Multifamily Housing;Multifamily;91,064;;;;;;46.0;23.80;23.30;66.40;65.30;2,166,972;2,121,946;;528,780.125;1,804,197.7865;3,627.74;362,774.02;26.73;0.287;N;Compliant;;261.99;1996614.5
19,448;2017;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Manor Apartments;4073 Gilman Ave W;Seattle;WA;98199.0;0369000780;7.0;MAGNOLIA / QUEEN ANNE;47.65675;-122.38833;1962.0;1.0;3.0;24,059;;;Multifamily Housing;Multifamily;24,059;;;;;;69.0;30.70;30.10;96.50;94.50;739,764.375;724,365.375;;216,812.5;739,764.25;;;3.06;0.127;N;Compliant;;261.99;1996614.5
19,451;2017;NonResidential;Senior Care Community;Paramount Rehab & Nursing;2611 S Dearborn St.;Seattle;WA;98144.0;0424049024;3.0;CENTRAL;47.59505;-122.29824;1963.0;1.0;3.0;66,402;0;66,402;Senior Care Community;Senior Care;132,804;;;;;;94.0;52.30;52.30;92.50;92.50;6,946,040;6,948,476.5;;699,195.6875;2,385,655.68575;45,603.84;4,560,383.98;252.07;3.796;N;Compliant;;261.99;1996614.5
19,453;2017;Multifamily LR (1-4);Low-Rise Multifamily;Lakeview Court Apartments;1901 NE 85th ST;Seattle;WA;98115.0;0425049010;4.0;NORTHEAST;47.68993;-122.30754;1988.0;1.0;4.0;76,285;;;Multifamily Housing, Parking;Multifamily;60,487;Parking;15,798;;;;72.0;30.40;30.00;95.30;94.20;1,836,527.625;1,813,984.375;;538,255.375;1,836,527.3395;;;7.60;0.1;N;Compliant;;261.99;1996614.5
19,454;2017;Multifamily LR (1-4);Low-Rise Multifamily;Vista Point;8320 Lake City Way NE;Seattle;WA;98115.0;0425049013;4.0;NORTHEAST;47.68984;-122.30826;1990.0;1.0;3.0;46,873;;;Multifamily Housing, Parking;Multifamily;29,914;Parking;16,959;;;;91.0;30.20;30.20;94.90;94.90;903,687;903,872.3125;;264,855.5;903,686.966;;;3.74;0.08;N;Compliant;;261.99;1996614.5
19,456;2017;Multifamily LR (1-4);Low-Rise Multifamily;MOD Apartments;6559 35th Ave NE;Seattle;WA;98115.0;0425049047;4.0;NORTHEAST;47.67723;-122.29126;1965.0;1.0;2.0;62,900;0;62,900;Multifamily Housing, Parking;Multifamily;74,614;Parking;12,417;;;;93.0;47.70;47.70;77.80;77.90;3,558,052.5;3,560,185.75;;290,593.3125;991,504.38225;25,665.48;2,566,548.05;140.41;2.232;N;Compliant;;261.99;1996614.5
19,459;2017;Multifamily LR (1-4);Low-Rise Multifamily;Raleigh Court Apartments;3418 NE 65th St;Seattle;WA;98115.0;0425049065;4.0;NORTHEAST;47.67602;-122.29059;1998.0;1.0;3.0;27,160;3,223;23,937;Multifamily Housing, Office, Parking;Multifamily;20,148;Parking;3,233;Office;3,024;;;28.30;27.80;89.00;87.20;656,511.625;643,205.375;;192,412.5;656,511.45;;;2.72;0.1;N;Compliant;;261.99;1996614.5
19,461;2017;NonResidential;Worship Facility;University Unitarian Church;6556 35th AVE NE;Seattle;WA;98115.0;0431000005;4.0;NORTHEAST;47.67738;-122.28996;1957.0;1.0;2.0;22,220;0;22,220;Worship Facility;Worship Fac;22,220;;;;;;74.0;47.00;46.40;83.60;83.00;1,043,805.6875;1,031,485.8125;;106,741.5;364,201.998;6,796.03;679,603.47;37.60;1.692;N;Compliant;;261.99;1996614.5
19,462;2017;SPS-District K-12;K-12 School;Wedgwood Elementary;2720 N.E. 85th St.;Seattle;WA;98115.0;0439000615;5.0;NORTHEAST;47.69054;-122.29705;1955.0;1.0;1.0;46,732;0;46,732;K-12 School;K-12 School;50,956;;;;;;78.0;55.20;54.70;90.40;89.90;2,814,289.5;2,789,385.75;;231,322.796875;789,273.3829375;20,250.16;2,025,016.02;110.81;2.371;N;Compliant;;261.99;1996614.5
19,464;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Ballard Condominiums;1532 NW 56th St.;Seattle;WA;98107.0;0451900000;6.0;BALLARD;47.66963;-122.37771;2000.0;1.0;6.0;152,693;65,701;86,992;Multifamily Housing, Office, Parking, Swimming Pool;Multifamily;215,698;Parking;65,701;Office;6,803;;100.0;22.20;22.00;54.50;54.30;4,944,624.5;4,899,983;;971,999.375;3,316,461.8675;16,281.62;1,628,162.01;100.19;0.656;N;Compliant;;261.99;1996614.5
19,466;2017;Multifamily LR (1-4);Low-Rise Multifamily;Skyview Terrace Apts;5609 2nd Ave NW;Seattle;WA;98107.0;0455000730;6.0;NORTHWEST;47.67015;-122.36011;1959.0;1.0;2.0;26,211;;;Multifamily Housing;Multifamily;26,211;;;;;;76.0;57.50;56.20;82.40;81.00;1,507,402.25;1,473,498.75;;80,905.3984375;276,049.21946875;12,313.53;1,231,353.03;66.54;2.539;N;Compliant;;261.99;1996614.5
19,471;2017;Multifamily LR (1-4);Low-Rise Multifamily;Julius Horton Building LLC;1201 S Vale St;Seattle;WA;98108.0;0001800021;2.0;GREATER DUWAMISH;47.549;-122.31701;1914.0;1.0;2.0;28,260;0;28,260;Multifamily Housing, Restaurant, Retail Store;Multifamily;14,200;Restaurant;7,000;Retail Store;5,427;;;84.10;83.90;184.20;184.00;2,238,721;2,234,387;;358,203.59375;1,222,190.661875;10,165.30;1,016,529.98;59.04;2.089;N;Compliant;;261.99;1996614.5
19,472;2017;NonResidential;Mixed Use Property;Puget Sound Energy Georgetown Operations Center;6500 Ursula Place South;Seattle;WA;98108.0;0001800033;2.0;GREATER DUWAMISH;47.54437;-122.30863;1962.0;1.0;1.0;44,700;0;44,700;Non-Refrigerated Warehouse, Office, Other;Office;23,751;Other;14,024;Non-Refrigerated Warehouse;10,095;;;48.20;46.60;129.80;126.60;2,307,713.5;2,230,825.5;;531,470.8125;1,813,378.41225;4,943.35;494,334.96;33.76;0.755;N;Compliant;;261.99;1996614.5
19,477;2017;NonResidential;Warehouse;SeaTac Marine Services;6701 Fox Ave S;Seattle;WA;98108.0;0001800128;2.0;GREATER DUWAMISH;47.54137;-122.33051;1976.0;1.0;1.0;44,100;0;44,100;Non-Refrigerated Warehouse;Non-Refrige;40,000;;;;;;3.0;29.80;29.80;93.60;93.60;1,192,087.875;1,192,087.875;;349,380.90625;1,192,087.652125;;;4.93;0.112;N;Compliant;;261.99;1996614.5
19,481;2017;NonResidential;Distribution Center;Shultz Distribution;6801 EAST MARGINAL WAY S;Seattle;WA;98108.0;0001800159;2.0;GREATER DUWAMISH;47.54113;-122.32633;1965.0;1.0;1.0;27,800;0;27,800;Distribution Center;Distributio;27,800;;;;;;10.0;49.30;48.50;128.10;127.30;1,371,603.25;1,349,553.25;;297,435.3125;1,014,849.28625;3,567.54;356,753.98;23.15;0.833;N;Compliant;;261.99;1996614.5
19,484;2017;Multifamily HR (10+);High-Rise Multifamily;53196 - The Cobb;1301 Fourth Avenue;Seattle;WA;98101.0;0002400002;7.0;DOWNTOWN;47.60932;-122.33388;1910.0;1.0;11.0;321,945;;;Multifamily Housing, Restaurant;Multifamily;76,422;Restaurant;19,895;;;;25.0;74.80;73.00;144.80;141.60;7,205,203;7,028,973.5;1,988,125.375;852,612;2,909,112.144;23,079.65;2,307,964.84;240.30;0.746;N;Compliant;;261.99;1996614.5
19,489;2017;NonResidential;Warehouse;Seadrunar Recycling;28 S Brandon St;Seattle;WA;98134.0;0005000001;2.0;GREATER DUWAMISH;47.55436;-122.33631;2001.0;1.0;1.0;46,340;0;46,340;Non-Refrigerated Warehouse;Non-Refrige;46,340;;;;;;2.0;60.90;60.90;191.30;191.30;2,823,915.75;2,823,915.75;;827,642.3125;2,823,915.57025;;;11.68;0.252;N;Compliant;;261.99;1996614.5
19,491;2017;Campus;Other;Pacific Multiforms Inc- Campus;6606 Urusla Pl. South;Seattle;WA;98155.0;0005200056;2.0;GREATER DUWAMISH;47.54134;-122.30529;1994.0;3.0;1.0;22,800;0;22,800;Manufacturing/Industrial Plant;Manufacturi;22,800;;;;;;;100.80;92.50;139.50;130.70;2,298,771.25;2,108,533.25;;107,506.203125;366,811.1650625;19,319.60;1,931,960.16;104.12;4.567;N;Compliant;;261.99;1996614.5
19,498;2017;Multifamily LR (1-4);Mixed Use Property;Yesler Place;1404 E Yesler Way;Seattle;WA;98144.0;0007600129;3.0;CENTRAL;47.6019;-122.31379;2005.0;1.0;4.0;37,849;14,997;22,852;Multifamily Housing, Office, Parking;Multifamily;11,980;Office;10,872;Parking;5,500;;;23.20;23.20;73.00;73.00;531,228.1875;531,228.1875;;155,694.09375;531,228.247875;;;2.20;0.058;N;Compliant;;261.99;1996614.5
19,501;2017;NonResidential;Small- and Mid-Sized Office;RLIBuilding;105 14TH AVENUE;Seattle;WA;98122.0;0007600192;3.0;CENTRAL;47.60191;-122.31438;1910.0;1.0;3.0;38,460;0;38,460;Office;Office;38,460;;;;;;72.0;51.10;49.60;132.40;129.50;1,965,645.25;1,909,376.375;;424,622.1875;1,448,810.90375;5,168.34;516,833.98;33.44;0.87;N;Compliant;;261.99;1996614.5
19,506;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Adelaide Condominiums;5001 California Ave. SW;Seattle;WA;98136.0;0050400000;1.0;SOUTHWEST;47.55728;-122.38725;2003.0;1.0;6.0;86,955;;;Multifamily Housing, Parking;Multifamily;95,460;Parking;5,000;;;;93.0;31.20;30.60;74.10;73.10;2,978,461.75;2,922,540;;553,558.1875;1,888,740.53575;10,897.21;1,089,721.00;65.69;0.755;N;Compliant;;261.99;1996614.5
19,509;2017;Multifamily HR (10+);High-Rise Multifamily;Dexter Lake Union;1215 DEXTER AVE N;Seattle;WA;98109.0;0053000005;7.0;MAGNOLIA / QUEEN ANNE;47.63018;-122.34261;2003.0;1.0;11.0;286,408;;;Multifamily Housing, Parking;Multifamily;194,919;Parking;91,489;;;;84.0;32.80;32.40;103.10;101.80;6,397,972.5;6,322,233.5;;1,875,071.5;6,397,743.958;2.28;228.00;26.48;0.092;N;Compliant;;261.99;1996614.5
19,510;2017;Multifamily LR (1-4);Mixed Use Property;The Admiral West Seattle-415;2331 42nd Ave SW;Seattle;WA;98116.0;0054000000;1.0;SOUTHWEST;47.5822;-122.38542;2002.0;1.0;4.0;93,114;72,900;20,214;Multifamily Housing, Parking, Retail Store;Multifamily;47,220;Parking;46,290;Retail Store;16,240;;97.0;34.30;34.30;88.50;88.50;2,175,549.75;2,176,126;;467,082.5;1,593,685.49;5,818.64;581,864.01;37.50;0.403;N;Compliant;;261.99;1996614.5
19,511;2017;Multifamily LR (1-4);Low-Rise Multifamily;Admiral Court Condominium;2125 California Ave SW;Seattle;WA;98116.0;0054500000;1.0;SOUTHWEST;47.58458;-122.38677;1992.0;1.0;4.0;21,888;;;Multifamily Housing, Parking;Multifamily;21,888;Parking;5,500;;;;;38.90;38.10;97.30;95.50;852,301.1875;834,205.5;;173,277.296875;591,222.1369375;2,610.79;261,079.00;16.31;0.745;N;Compliant;;261.99;1996614.5
19,519;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Asia Condo HOA;668 S Lane St;Seattle;WA;98104.0;0086000000;2.0;DOWNTOWN;47.59696;-122.32412;2002.0;1.0;7.0;66,849;;;Multifamily Housing;Multifamily;66,849;;;;;;;29.30;28.70;92.00;90.10;1,959,057.75;1,918,798;;574,166.875;1,959,057.3775;;;8.10;0.121;N;Compliant;;261.99;1996614.5
19,520;2017;NonResidential;Worship Facility;Woodland Park Methodist Church;302 N. 78TH ST;SEATTLE;WA;98103.0;0091000085;6.0;NORTHWEST;47.68576;-122.35481;1922.0;1.0;2.0;21,022;0;21,022;Worship Facility;Worship Fac;21,022;;;;;;52.0;52.60;50.90;68.90;67.20;1,105,081.625;1,069,570.75;;40,487.30078125;138,142.670265625;9,669.39;966,938.96;51.93;2.47;N;Compliant;;261.99;1996614.5
19,528;2017;Multifamily LR (1-4);Low-Rise Multifamily;Alexander Court;2920 Alki Ave SW;Seattle;WA;98115.0;0120600000;1.0;SOUTHWEST;47.57775;-122.41425;1926.0;1.0;4.0;30,240;;;Multifamily Housing;Multifamily;25,200;;;;;;68.0;29.30;28.90;91.90;90.70;737,737.125;728,041.375;;216,218.296875;737,736.8289375;;;3.05;0.101;N;Compliant;;261.99;1996614.5
19,532;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Alexandria-493;3028 Western Ave;Seattle;WA;98121.0;0125000000;7.0;DOWNTOWN;47.61783;-122.35538;1991.0;1.0;5.0;59,440;;;Multifamily Housing;Multifamily;49,532;;;;;;;53.50;52.40;134.50;131.60;2,647,605.75;2,594,342;;544,553.1875;1,858,015.47575;7,895.90;789,590.04;49.62;0.835;N;Compliant;;261.99;1996614.5
19,533;2017;Multifamily LR (1-4);Low-Rise Multifamily;ALII KAI CONDOMINIUM;1101 HARBOR AVE SW;SEATTLE;WA;98116.0;0131500000;1.0;SOUTHWEST;47.59364;-122.38392;1978.0;0.0;4.0;22,445;;;Multifamily Housing, Parking;Multifamily;20,996;Parking;6,526;;;;;22.90;22.30;71.80;70.00;480,276.3125;468,158;;140,760.90625;480,276.212125;;;1.99;0.089;N;Compliant;;261.99;1996614.5
19,534;2017;Multifamily LR (1-4);Low-Rise Multifamily;The Alki;1564 ALKI AVE SW;Seattle;WA;98116.0;0135500000;1.0;SOUTHWEST;47.58898;-122.39418;1989.0;1.0;4.0;45,878;;;Multifamily Housing;Multifamily;45,878;;;;;;58.0;19.90;19.90;62.40;62.50;912,281.125;912,634.5;;267,374.3125;912,281.15425;;;3.77;0.082;N;Compliant;;261.99;1996614.5
19,535;2017;Multifamily MR (5-9);Mid-Rise Multifamily;Alki Beach Towers;1388 Alki Ave SW;Seattle;WA;98103.0;0139100000;1.0;SOUTHWEST;47.5909;-122.39207;1995.0;1.0;5.0;37,824;;;Multifamily Housing;Multifamily;37,824;;;;;;95.0;29.20;28.60;68.10;67.50;1,103,693.5;1,083,083.25;;198,443.59375;677,089.541875;4,266.04;426,604.00;25.46;0.673;N;Compliant;;261.99;1996614.5
19,536;2017;Multifamily LR (1-4);Low-Rise Multifamily;Alki Bonair Condominiums;2200 Alki Ave SW;Seattle;WA;98116.0;0139500000;1.0;SOUTHWEST;47.58445;-122.39933;1976.0;1.0;4.0;38,765;;;Multifamily Housing;Multifamily;32,350;;;;;;79.0;38.80;38.80;81.40;81.40;1,255,940.25;1,256,422.875;;184,123.5;628,229.382;6,277.11;627,710.99;35.94;0.927;N;Compliant;;261.99;1996614.5
